hour_index,timestamp,global_horizontal_irradiance,direct_normal_irradiance,diffuse_horizontal_irradiance,dry_bulb_temperature,windspeed,albedo,solar_altitude_angle,solar_azimuth_angle,solar_incident_angle,horizon_elevation_angle,tracker_roll_angle,adjusted_ghi,poa_direct_irradiance,poa_diffuse_irradiance,poa_reflected_irradiance,shaded_direct_irradiance,shaded_diffuse_irradiance,shaded_reflected_irradiance,effective_direct_irradiance,effective_diffuse_irradiance,effective_reflected_irradiance,soiled_irradiance,total_irradiance,nameplate_power,avg_cell_temp,module_irradiance_derated_power,module_mpp_power,module_power,optimizer_input_power,optimizer_output_power,optimal_dc_power,optimal_dc_voltage,inverter_overpower_loss,inverter_underpower_loss,inverter_overvoltage_loss,inverter_undervoltage_loss,actual_dc_power,actual_dc_voltage,ac_power,grid_power
1,2021-01-01 00:00:00,0.0,,0.0,21.31464,1.85167,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2021-01-01 01:00:00,0.0,,0.0,20.88826,1.55167,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2021-01-01 02:00:00,0.0,,0.0,20.57801,1.54833,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2021-01-01 03:00:00,0.0,,0.0,20.3093,1.78792,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2021-01-01 04:00:00,0.0,,0.0,20.12521,1.48875,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2021-01-01 05:00:00,1.16667,,1.16667,20.25386,1.53792,0.2,-1.8330954,119.36436,90.0,0.0,,1.16667,0.0,1.2415088,0.0017724339,0.0,1.2415088,0.0,0.0,1.1855246,0.0,1.1618141,1.1618141,29.837284,20.31908,2.8693857,2.8573527,2.8491206,0.0,0.0,2.8490384,121.19647,0.0,0.0,0.0,2.8490384,0.0,580.0,0.0,0.0
7,2021-01-01 06:00:00,102.56667,,53.45,21.46334,1.42333,0.2,9.44789,111.38789,78.5181,0.0,,102.56667,59.561703,57.459076,0.15582182,59.561703,57.459076,0.15582182,47.578922,54.868034,0.049649943,100.44668,100.44668,2579.5735,27.131506,2422.931,2403.4429,2302.1758,0.0,0.0,2300.2969,645.73047,0.0,0.0,0.0,0.0,2300.2969,645.73047,2211.579,2200.521240234375
8,2021-01-01 07:00:00,275.81668,,122.15,23.34498,1.8975,0.2,21.336052,104.105064,65.58444,0.0,,275.81668,174.57906,129.81384,0.4190275,174.57906,129.81384,0.4190275,162.19052,123.96006,0.13351591,280.5584,280.5584,7205.246,38.838867,7104.145,6747.0576,6472.938,0.0,0.0,6457.4087,632.04144,0.0,0.0,0.0,0.0,6457.4087,632.04144,6319.702,6288.103515625
9,2021-01-01 08:00:00,463.25,,202.03333,25.48376,2.11833,0.2,33.605442,96.96125,52.352036,0.0,,463.25,288.27777,213.62343,0.70378083,288.27777,213.62343,0.70378083,279.0936,203.99036,0.22424766,473.64203,473.64203,12164.31,51.379223,12152.489,10995.437,10515.662,0.0,0.0,10471.863,609.93524,0.0,0.0,0.0,0.0,10471.863,609.93524,10273.46,10222.0927734375
10,2021-01-01 09:00:00,611.9,,248.05,27.55444,3.34417,0.2,46.065357,89.18641,38.92433,0.0,,611.9,393.0763,261.99133,0.9296136,393.0763,261.99133,0.9296136,387.46738,250.17717,0.29620537,625.18195,625.18195,16056.6,59.8808,16103.001,14068.348,13341.225,0.0,0.0,13266.865,593.31067,0.0,0.0,0.0,0.0,13266.865,593.31067,13034.979,12969.8037109375
11,2021-01-01 10:00:00,729.1167,,338.58334,29.47595,3.375,0.2,58.48086,79.213356,25.382446,0.0,,729.1167,413.89807,354.5688,1.1076921,413.89807,354.5688,1.1076921,411.6869,338.57996,0.35294703,735.60736,735.60736,18890.828,67.45877,18961.676,16030.581,15664.574,0.0,0.0,15552.238,564.9272,0.0,0.0,0.0,281.35226,15270.886,579.9999,15007.274,14932.23828125
12,2021-01-01 11:00:00,890.75,,340.78333,31.38954,3.64583,0.2,70.29723,62.239777,11.839222,0.0,,890.75,571.74023,355.00836,1.3532494,571.74023,355.00836,1.3532494,571.1189,338.99973,0.43118966,892.33887,892.33887,22916.04,76.90084,22979.955,18598.28,18189.668,0.0,0.0,18021.908,535.9627,0.0,0.0,0.0,2021.75,16000.159,580.0015,15722.2295,15643.6181640625
13,2021-01-01 12:00:00,972.5333,,352.41666,33.0894,4.30625,0.2,78.8226,18.90191,3.002854,0.0,,972.5333,631.2387,362.71722,1.4774966,631.2387,362.71722,1.4774966,631.1953,346.36093,0.47077888,958.4665,958.4665,24613.908,80.52629,24658.088,19609.002,18962.703,0.0,0.0,18779.486,533.5981,0.0,0.0,0.0,2991.8257,15787.661,580.0014,15513.92,15436.3505859375
14,2021-01-01 13:00:00,959.6667,,333.1,34.38645,4.93625,0.2,75.580185,314.69116,15.886542,0.0,,959.6667,622.2377,336.62354,1.4579494,622.2377,336.62354,1.4579494,621.0022,321.44394,0.4645505,924.0524,924.0524,23730.975,78.82776,23786.385,19071.512,18601.537,0.0,0.0,18423.537,531.62756,0.0,0.0,0.0,2555.4673,15868.07,580.0015,15592.746,15514.7822265625
15,2021-01-01 14:00:00,895.5,,291.11667,35.2472,4.82167,0.2,64.78283,288.1644,29.452148,0.0,,895.5,581.7146,289.41263,1.3604658,581.7146,289.41263,1.3604658,577.3979,276.36194,0.433489,837.1095,837.1095,21497.984,75.71752,21569.584,17553.492,17021.244,0.0,0.0,16878.82,545.274,0.0,0.0,0.0,1516.6438,15362.177,580.0013,15096.781,15021.296875
16,2021-01-01 15:00:00,772.51666,,231.4,35.66321,5.59917,0.2,52.55896,275.60034,42.97034,0.0,,772.51666,498.67624,225.90634,1.1736264,498.67624,225.90634,1.1736264,489.5338,215.71939,0.37395588,691.51465,691.51465,17758.934,67.93269,17822.287,15033.917,14594.047,0.0,0.0,14496.08,564.07385,0.0,0.0,0.0,251.65459,14244.426,580.00073,14000.699,13930.6953125
17,2021-01-01 16:00:00,632.7167,,133.36667,35.66109,4.97833,0.2,40.08132,266.97867,56.3517,0.0,,632.7167,429.7215,126.95432,0.96123886,429.7215,126.95432,0.96123886,412.4306,121.229485,0.30628222,523.28705,523.28705,13438.064,60.77988,13447.671,11700.89,11397.385,0.0,0.0,11340.594,579.02014,0.0,0.0,0.0,0.49712378,11340.096,580.0001,11138.243,11082.5517578125
18,2021-01-01 17:00:00,446.66666,,78.61667,35.07555,4.90417,0.2,27.684597,259.63232,69.51138,0.0,,446.66666,277.27988,72.73784,0.678587,277.27988,72.73784,0.678587,251.53488,69.45782,0.21622008,314.78473,314.78473,8084.1436,50.236897,7998.4995,7261.8125,6996.2676,0.0,0.0,6976.774,607.64,0.0,0.0,0.0,0.0,6976.774,607.64,6838.621,6804.42822265625
19,2021-01-01 18:00:00,236.16667,,51.58333,33.90609,3.9075,0.2,15.567605,252.50081,82.33467,0.0,,236.16667,91.74067,44.044136,0.35879025,91.74067,44.044136,0.35879025,61.93866,42.05802,0.11432234,102.028786,102.028786,2620.3984,39.048203,2463.7917,2333.3142,2232.785,0.0,0.0,2230.811,612.96014,0.0,0.0,0.0,0.0,2230.811,612.96014,2147.8425,2137.103271484375
20,2021-01-01 19:00:00,28.73333,,23.7,32.29239,3.32833,0.2,3.9306853,244.95396,90.0,0.0,,28.73333,0.0,19.889662,0.043652385,0.0,19.889662,0.043652385,0.0,18.992764,0.013909082,18.626537,18.626537,478.34586,33.25621,364.4021,353.83923,345.16168,0.0,0.0,345.10748,570.7579,0.0,0.0,0.0,1.2635188,343.84396,579.9986,327.44003,325.8028259277344
21,2021-01-01 20:00:00,0.0,,0.0,30.48342,2.93,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2021-01-01 21:00:00,0.0,,0.0,28.65105,2.16792,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2021-01-01 22:00:00,0.0,,0.0,26.81868,1.7275,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2021-01-01 23:00:00,0.0,,0.0,25.00903,1.53792,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2021-01-02 00:00:00,0.0,,0.0,23.32022,1.70792,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2021-01-02 01:00:00,0.0,,0.0,21.62955,2.67625,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2021-01-02 02:00:00,0.0,,0.0,20.53387,4.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2021-01-02 03:00:00,0.0,,0.0,19.57757,3.86458,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2021-01-02 04:00:00,0.0,,0.0,18.89796,3.70333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2021-01-02 05:00:00,1.8,,1.8,18.88537,3.13958,0.2,-1.9718491,119.36186,90.0,0.0,,1.8,0.0,1.897862,0.0027346045,0.0,1.897862,0.0,0.0,1.8122803,0.0,1.7760347,1.7760347,45.612564,18.978062,6.6949286,6.6588655,6.6361327,0.0,0.0,6.6359315,180.98573,0.0,0.0,0.0,6.6359315,0.0,580.0,0.0,0.0
31,2021-01-02 06:00:00,151.88333,,57.55,20.18947,3.14042,0.2,9.309844,111.37196,78.65135,0.0,,151.88333,114.74565,62.019787,0.23074491,114.74565,62.019787,0.23074491,91.32692,59.223083,0.073522896,147.61105,147.61105,3790.931,27.8931,3640.8862,3601.8855,3467.2617,0.0,0.0,3463.089,653.2049,0.0,0.0,0.0,0.0,3463.089,653.2049,3352.0774,3335.317138671875
32,2021-01-02 07:00:00,348.4,,56.85,22.0094,2.4775,0.2,21.199299,104.07775,65.71442,0.0,,348.4,331.59784,63.074207,0.5292979,331.59784,63.074207,0.5292979,307.86533,60.229958,0.16865167,360.89865,360.89865,9268.866,41.421,9204.703,8660.044,8333.623,0.0,0.0,8308.049,632.70245,0.0,0.0,0.0,0.0,8308.049,632.70245,8139.4224,8098.72509765625
33,2021-01-02 08:00:00,581.73334,,63.95,24.03257,2.66042,0.2,33.469868,96.92305,52.47879,0.0,,581.73334,571.8214,69.591644,0.88378364,571.8214,69.591644,0.88378364,553.4692,66.4535,0.28160247,607.8002,607.8002,15608.605,56.45327,15649.98,13873.832,13602.044,0.0,0.0,13523.641,588.3468,0.0,0.0,0.0,0.0,13523.641,588.3468,13290.35,13223.8974609375
34,2021-01-02 09:00:00,820.1667,,127.75,26.17968,2.88375,0.2,45.930187,89.13721,39.048244,0.0,,820.1667,748.4302,138.31677,1.2460175,748.4302,138.31677,1.2460175,737.6663,132.07954,0.39702204,852.74005,852.74005,21899.41,71.205864,21970.186,18258.436,17639.816,0.0,0.0,17494.586,558.5288,0.0,0.0,0.0,659.65076,16834.936,580.0007,16540.424,16457.720703125
35,2021-01-02 10:00:00,932.0333,,186.76666,27.87194,3.42417,0.2,58.344448,79.156876,25.504652,0.0,,932.0333,790.20917,198.36221,1.4159681,790.20917,198.36221,1.4159681,785.9432,189.41731,0.45117384,956.2954,956.2954,24560.377,77.139565,24604.2,19881.969,19113.215,0.0,0.0,18932.967,543.0435,0.0,0.0,0.0,1965.3506,16967.615,580.00134,16670.45,16587.09765625
36,2021-01-02 11:00:00,616.9167,,443.18332,28.38939,3.27083,0.2,70.15766,62.219326,11.964498,0.0,,616.9167,180.68657,450.48996,0.9372351,180.68657,450.48996,0.9372351,180.48595,430.1757,0.29863384,598.7411,598.7411,15376.66,59.45205,15414.774,13490.637,13026.764,0.0,0.0,12954.844,588.3127,0.0,0.0,0.0,0.0,12954.844,588.3127,12728.846,12665.201171875
