TmStamp,RecNum,BattV_Min,TrackerWM_Avg,Tracker2WM_Avg,ShadowWM_Avg,SunWM_Avg,ShadowbandWM_Avg,DNICalc_Avg,AirTC_Avg,RH,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,BP_mB_Avg,UVA_Avg,UVB_Avg,Batt24V_Min
,,Volts,kW/m^2,,kW/m^2,W/m^2,W/m^2,,Deg C,%,meters/second,Deg,Deg,,W/m,W/m,
TmStamp,RecNum,Min,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,WVc,WVc,WVc,Avg,Avg,Avg,
01/01/2024 00:00:00,5383,13.67,NA,0,NA,NA,0,0,23.08,60.3,4.782,268.4,33.26,1002.36743,13.369605,0,-0.066
01/01/2024 01:00:00,5384,13.63,NA,0,NA,NA,0,0,23.3,59.7,4.386,266.4,35.73,1001.8822,13.34111,0,-0.074
01/01/2024 02:00:00,5385,13.65,NA,0,NA,NA,0,0,23.13,59,5.349,268.1,33.54,1001.36383,13.288412,0,-0.07
01/01/2024 03:00:00,5386,13.7,NA,0,NA,NA,0,0,23.62,53.16,4.609,263.3,33.9,1000.8029,13.23069,0,-0.07
01/01/2024 04:00:00,5387,13.67,NA,0,NA,NA,0,0,23.39,54.95,4.436,263.3,33.54,1000.51825,13.234065,0,-0.062
01/01/2024 05:00:00,5388,13.68,NA,0,NA,NA,0,0,23.6,52,4.436,264.1,34.17,1000.8124,13.262811,0,-0.064
01/01/2024 06:00:00,5389,13.64,NA,0,NA,NA,3.3240108,0,22.86,60.4,4.47,263.9,33.85,1001.2932,13.335204,0,-0.066
01/01/2024 07:00:00,5390,13.67,NA,0,NA,NA,41.71087,NA,23.58,49.09,3.95,263.3,33.12,1001.9275,13.367927,0,-0.066
01/01/2024 08:00:00,5391,13.65,NA,0,NA,NA,53.187054,NA,24.95,45.9,3.821,268.8,33.54,1002.3675,13.63203,0,-0.058
01/01/2024 09:00:00,5392,13.45,NA,0,NA,NA,61.010906,NA,25.81,43.72,4.76,270.1,31.03,1002.61774,13.833124,0,-0.062
01/01/2024 10:00:00,5393,13.67,NA,0,NA,NA,65.16497,NA,27.11,39.99,4.27,271.2,29.61,1002.67474,13.845584,0,-0.062
01/01/2024 11:00:00,5394,13.64,NA,0,NA,NA,67.13695,NA,28.6,37.69,3.703,270.6,34.12,1002.43744,13.843716,0,-0.058
01/01/2024 12:00:00,5395,13.69,NA,0,NA,NA,69.07862,NA,29.86,36.78,3.366,267.9,31.48,1002.21643,13.881053,0,-0.058
01/01/2024 13:00:00,5396,13.55,NA,0,NA,NA,71.45381,NA,30.22,37.43,3.992,271.5,31.63,1001.8246,13.89006,0,-0.058
01/01/2024 14:00:00,5397,13.67,NA,0,NA,NA,71.87222,NA,30.98,37.71,3.72,272.1,30.53,1001.2393,13.825871,0,-0.058
01/01/2024 15:00:00,5398,13.66,NA,0,NA,NA,70.320145,NA,31.67,38.02,3.402,271.7,29.33,1000.6991,13.779786,0,-0.058
01/01/2024 16:00:00,5399,13.66,NA,0,NA,NA,68.74054,NA,32.04,39.57,3.42,274.5,28.79,1000.0846,13.722098,0,-0.058
01/01/2024 17:00:00,5400,13.66,NA,0,NA,NA,66.86282,NA,31.22,45.69,3.887,271.3,31.01,999.494,13.665629,0,-0.058
01/01/2024 18:00:00,5401,13.7,NA,0,NA,NA,62.888966,NA,30.1,49.59,4.333,271.6,32.61,999.1253,13.582535,0,-0.058
01/01/2024 19:00:00,5402,13.65,NA,0,NA,NA,79.92446,NA,28.47,55.96,4.792,267.8,33.38,999.1557,13.531192,0,-0.064
01/01/2024 20:00:00,5403,13.69,NA,0,NA,NA,59.58409,NA,26.32,61.4,4.564,265.3,34.93,999.71704,13.494419,0,-0.062
01/01/2024 21:00:00,5404,13.65,NA,0,NA,NA,0.24939059,0,25.56,60.13,4.175,266.3,31.35,1000.06146,13.423506,0,-0.062
01/01/2024 22:00:00,5405,13.7,NA,0,NA,NA,0,0,25.69,58.93,3.823,264.9,30.57,1000.13306,13.383003,0,-0.062
01/01/2024 23:00:00,5406,13.67,NA,0,NA,NA,0,0,25.61,58.55,3.445,262.3,31.09,1000.1995,13.375602,0,-0.058
02/01/2024 00:00:00,5407,13.69,NA,0,NA,NA,0,0,25.7,57.54,2.608,265.3,29.32,999.9619,13.346684,0,-0.058
02/01/2024 01:00:00,5408,13.67,NA,0,NA,1492.754,0,0,24.54,63.18,0.616,263.8,22.47,999.64124,13.303484,0,-0.058
02/01/2024 02:00:00,5409,13.64,NA,0,NA,1501.2363,0,0,24.38,64.13,0.288,265.1,10.67,998.97943,13.211534,0,-0.058
02/01/2024 03:00:00,5410,13.7,NA,0,NA,1499.2245,0,0,23.52,71.91,0.057,8.27,12.36,998.4195,13.143511,0,-0.058
02/01/2024 04:00:00,5411,13.67,NA,0,NA,1496.009,0,0,21.64,76.16,0.161,100.5,6.236,998.18555,13.053571,0,-0.058
02/01/2024 05:00:00,5412,13.52,NA,0,NA,1491.296,0,0,20.74,79.84,0.048,56.8,9.31,998.16815,12.961683,0,-0.062
02/01/2024 06:00:00,5413,13.67,NA,0,NA,NA,2.9955404,0,20.29,80.9,0,0,0,998.4019,12.903171,0,-0.062
02/01/2024 07:00:00,5414,13.64,NA,0,NA,NA,41.22638,NA,21.96,66.88,0,0,0,998.7678,12.893845,0,-0.062
02/01/2024 08:00:00,5415,13.67,NA,0,NA,NA,47.436768,NA,26.54,53.77,0.005,227.6,1.258,998.8824,13.271537,0,-0.058
02/01/2024 09:00:00,5416,13.64,NA,0,NA,1401.2811,53.438217,NA,29.75,47.21,0.551,10.25,37.49,998.85376,13.523892,0,-0.058
02/01/2024 10:00:00,5417,13.66,NA,0,NA,1266.1259,61.663815,NA,30.85,42.37,1.831,21.92,23.73,999.0016,13.646363,0,-0.058
02/01/2024 11:00:00,5418,13.68,NA,0,NA,NA,67.81226,NA,33.05,40.7,1.198,303.6,83.6,999.17206,13.698236,0,-0.056
02/01/2024 12:00:00,5419,13.68,NA,0,NA,1285.9828,141.9896,NA,33.69,40.43,2.584,25.78,33.4,998.9844,13.711077,0,-0.056
02/01/2024 13:00:00,5420,13.68,NA,0,NA,NA,141.92783,NA,33.18,39.88,3.449,23.78,25.62,998.9004,13.716244,0,-0.054
02/01/2024 14:00:00,5421,13.68,NA,0,NA,1270.2533,297.10452,NA,32.98,39.05,3,25.68,30.67,998.80505,13.716263,0,-0.058
02/01/2024 15:00:00,5422,13.64,NA,0,NA,1279.0143,367.067,NA,32.34,41.3,3.361,24.38,26.5,998.66675,13.703857,0,-0.054
02/01/2024 16:00:00,5423,13.64,NA,0,NA,1306.6096,277.52274,NA,32.16,41.93,3.451,22.83,25.74,998.0453,13.642545,0,-0.058
02/01/2024 17:00:00,5424,13.69,NA,0,NA,1304.3586,244.97304,NA,30.62,45.04,4.244,23.63,24.48,997.6543,13.588912,0,-0.058
02/01/2024 18:00:00,5425,13.67,NA,0,NA,1335.5769,154.97481,NA,29.66,48.87,4.264,22.43,21.71,997.4815,13.518123,0,-0.058
02/01/2024 19:00:00,5426,13.68,NA,0,NA,1354.1421,104.558075,NA,28.74,51.41,3.355,27.48,19.71,997.41235,13.453001,0,-0.058
02/01/2024 20:00:00,5427,13.64,NA,0,NA,1374.4698,57.9754,NA,27.61,58.26,1.217,23.11,19.81,997.4964,13.428846,0,-0.058
02/01/2024 21:00:00,5428,13.67,NA,0,NA,NA,1.4225737,0,25.23,66.1,1.019,19.91,14.94,997.5432,13.390184,0,-0.058
02/01/2024 22:00:00,5429,13.7,NA,0,NA,1419.2761,0,0,24.07,70.2,0.242,274.8,23.11,997.8426,13.309736,0,-0.058
02/01/2024 23:00:00,5430,13.66,NA,0,NA,1442.5049,0,0,22.98,74.91,0.103,239,33.52,997.8986,13.23009,0,-0.058
03/01/2024 00:00:00,5431,13.69,NA,0,NA,1449.1204,0,0,21.65,79.57,0.2,204.7,31.61,998.00525,13.148787,0,-0.06
03/01/2024 01:00:00,5432,13.67,NA,0,NA,1464.4756,0,0,20.09,83.4,0.136,101.8,4.845,998.0551,13.054081,0,-0.062
03/01/2024 02:00:00,5433,13.65,NA,0,NA,1475.734,0,0,18.91,86.9,0.347,95.8,7.464,997.62994,12.899424,0,-0.064
03/01/2024 03:00:00,5434,13.69,NA,0,NA,NA,0,0,18.47,88.3,0.168,109.2,7.042,997.29016,12.737502,0,-0.062
03/01/2024 04:00:00,5435,13.65,NA,0,NA,1486.0441,0,0,18.1,90,0.035,165.5,5.926,997.12177,12.654447,0,-0.064
03/01/2024 05:00:00,5436,13.67,NA,0,NA,NA,0,0,17.61,90.2,0.125,216.8,16.17,997.22266,12.594029,0,-0.064
03/01/2024 06:00:00,5437,13.69,NA,0,NA,NA,2.6717286,0,17.42,91.1,0.017,155.7,4.936,997.4411,12.567021,0,-0.064
03/01/2024 07:00:00,5438,13.64,NA,0,NA,1502.3345,43.11927,NA,18.57,82.3,0.022,50.28,2.797,997.7597,12.543207,0,-0.064
03/01/2024 08:00:00,5439,13.67,NA,0,NA,NA,57.794792,NA,22.38,68.66,0.061,28.01,3.778,998.1337,12.990979,0,-0.062
03/01/2024 09:00:00,5440,13.6,NA,0,NA,NA,65.31659,NA,25.08,61.03,0.234,27.3,11.68,997.9981,13.304088,0,-0.058
03/01/2024 10:00:00,5441,13.66,NA,0,NA,1326.762,71.440735,NA,27.13,54.12,1.262,29.92,22.5,997.90735,13.4161825,0,-0.058
03/01/2024 11:00:00,5442,13.69,NA,0,NA,NA,74.75156,NA,29.57,46.55,0.785,40.83,34.22,997.66565,13.438682,0,-0.056
03/01/2024 12:00:00,5443,13.7,NA,0,NA,1291.8877,88.991325,NA,30.62,46.29,1.479,27.11,49.49,997.37463,13.470781,0,-0.058
03/01/2024 13:00:00,5444,13.7,NA,0,NA,NA,90.462585,NA,31.92,40.89,1.61,34.96,49.71,997.12854,13.491987,0,-0.056
03/01/2024 14:00:00,5445,13.69,NA,0,NA,1237.0377,84.95024,NA,31.88,43.13,2.867,271.3,45.28,996.826,13.502135,0,-0.056
03/01/2024 15:00:00,5446,13.7,NA,0,NA,1292.1039,80.00094,NA,31.16,45.07,3.566,267.5,35.22,996.7556,13.420513,0,-0.06
03/01/2024 16:00:00,5447,13.67,NA,0,NA,1338.6388,75.09199,NA,30.79,45.91,4.019,269.7,32.93,996.37885,13.333708,0,-0.062
03/01/2024 17:00:00,5448,13.67,NA,0,NA,NA,71.07277,NA,29.86,48.86,4.922,271.5,31.9,995.92395,13.266515,0,-0.066
03/01/2024 18:00:00,5449,13.67,NA,0,NA,NA,66.070305,NA,28.65,53.13,5.442,270.5,31.78,995.71954,13.190243,0,-0.066
03/01/2024 19:00:00,5450,13.68,NA,0,NA,NA,95.30103,NA,27.18,56.44,5.363,267.5,32.29,995.8357,13.113889,0,-0.074
03/01/2024 20:00:00,5451,13.66,NA,0,NA,NA,64.48646,NA,25.43,61.97,5.762,268.1,34.24,996.27075,13.087301,0,-0.066
03/01/2024 21:00:00,5452,13.7,NA,0,NA,NA,0.13057937,0,23.52,68.04,6.629,268.5,33.78,996.85486,13.029245,0,-0.078
03/01/2024 22:00:00,5453,13.64,NA,0,NA,NA,0,0,23,66.34,6.755,268.2,34.48,997.0631,12.92259,0,-0.084
03/01/2024 23:00:00,5454,13.67,NA,0,NA,NA,0,0,22.53,68.99,6.471,267.5,33.59,997.22107,12.8804035,0,-0.078
04/01/2024 00:00:00,5455,13.68,NA,0,NA,NA,0,0,22.58,65.33,5.941,268.7,34.48,997.2545,12.841701,0,-0.072
04/01/2024 01:00:00,5456,13.66,NA,0,NA,NA,0,0,22.91,64.44,6.272,269.7,33.63,997.0622,12.832821,0,-0.074
04/01/2024 02:00:00,5457,13.69,NA,0,NA,NA,0,0,23.07,62.01,5.264,272.1,31.62,996.4234,12.777041,0,-0.07
04/01/2024 03:00:00,5458,13.68,NA,0,NA,NA,0,0,23.28,58.69,4.162,271.4,29.97,995.797,12.735021,0,-0.066
04/01/2024 04:00:00,5459,13.65,NA,0,NA,NA,0,0,22.46,71.9,1.675,282.5,44.84,995.2535,12.720183,0,-0.062
04/01/2024 05:00:00,5460,13.68,NA,0,NA,1516.3867,0,0,20.09,74.93,0.589,12.61,33.63,995.5882,12.7176,0,-0.064
04/01/2024 06:00:00,5461,13.69,NA,0,NA,NA,3.652731,0,19.45,76.69,0.421,25.42,19.14,995.9906,12.695963,0,-0.062
04/01/2024 07:00:00,5462,13.69,NA,0,NA,NA,41.031666,NA,19.87,70.4,0.579,29.24,15.76,996.29974,12.682271,0,-0.064
04/01/2024 08:00:00,5463,13.66,NA,0,NA,NA,55.16461,NA,22.31,64.5,0.889,23.01,13.18,996.54004,13.027374,0,-0.064
04/01/2024 09:00:00,5464,13.7,NA,0,NA,NA,62.99723,NA,24.93,56.71,1.207,23.49,21.16,996.40344,13.243715,0,-0.058
04/01/2024 10:00:00,5465,13.69,NA,0,NA,1366.9185,68.50074,NA,27.87,45.2,1.452,22.03,21.54,996.31006,13.303528,0,-0.058
04/01/2024 11:00:00,5466,13.65,NA,0,NA,1332.9775,71.87989,NA,30.03,45.23,1.373,314.1,66.36,996.21405,13.357218,0,-0.058
04/01/2024 12:00:00,5467,13.68,NA,0,NA,1328.579,77.13408,NA,30.94,41.04,1.79,260.7,30.98,995.90967,13.32161,0,-0.058
04/01/2024 13:00:00,5468,13.68,NA,0,NA,1357.1171,130.77626,NA,32.58,40.26,1.572,156.8,91,995.357,13.251975,0,-0.058
04/01/2024 14:00:00,5469,13.65,NA,0,NA,1344.8708,87.896034,NA,32.5,42.14,3.642,30.42,24.72,994.982,13.275101,0,-0.058
04/01/2024 15:00:00,5470,13.68,NA,0,NA,1304.0099,160.59903,NA,32.53,41.32,3.72,27.77,25.74,994.5359,13.249805,0,-0.058
04/01/2024 16:00:00,5471,13.66,NA,0,NA,1317.352,179.75946,NA,33.14,41.21,3.236,28.22,24.76,993.95306,13.170827,0,-0.058
04/01/2024 17:00:00,5472,13.66,NA,0,NA,1325.5364,72.781006,NA,33.54,44.93,2.665,6.081,57.14,993.35114,13.1274395,0,-0.058
04/01/2024 18:00:00,5473,13.7,NA,0,NA,1322.5605,71.135704,NA,32.25,48.69,2.931,268.1,38.33,993.14746,13.0717535,0,-0.062
04/01/2024 19:00:00,5474,13.69,NA,0,NA,NA,99.11668,NA,30.65,52.44,3.492,265,32.91,993.4381,13.035298,0,-0.062
04/01/2024 20:00:00,5475,13.67,NA,0,NA,NA,58.51883,NA,29.21,56.16,3.303,263.3,30.97,993.7639,13.014571,0,-0.062
04/01/2024 21:00:00,5476,13.7,NA,0,NA,NA,0.041566238,0,27.57,58.59,3.025,256.2,29.71,994.1029,12.978721,0,-0.062
04/01/2024 22:00:00,5477,13.69,NA,0,NA,1456.5216,0,0,25.99,66.3,1.097,115,39.54,994.704,12.987967,0,-0.062
04/01/2024 23:00:00,5478,13.69,NA,0,NA,1465.5215,0,0,23.9,69.72,1.434,87.3,21,995.0094,12.983184,0,-0.062
05/01/2024 00:00:00,5479,13.67,NA,0,NA,1474.2667,0,0,22.85,72.61,0.372,95.6,10.45,994.9229,12.903601,0,-0.062
05/01/2024 01:00:00,5480,13.7,NA,0,NA,NA,0,0,22.15,74.69,0.552,88,13.62,994.7227,12.829121,0,-0.064
05/01/2024 02:00:00,5481,13.65,NA,0,NA,NA,0,0,20.95,77.8,2.096,95.3,22.43,995.0919,12.817389,0,-0.062
05/01/2024 03:00:00,5482,13.68,NA,0,NA,NA,0,0,19.63,85,2.207,98.2,24.45,995.26013,12.745365,0,-0.062
05/01/2024 04:00:00,5483,13.68,NA,0,NA,1499.6495,0,0,18.29,90.8,1.777,93,20.63,995.53687,12.673317,0,-0.062
05/01/2024 05:00:00,5484,13.69,NA,0,NA,NA,0,0,17.36,94.1,3.093,96.5,22.55,995.82263,12.579206,0,-0.062
05/01/2024 06:00:00,5485,13.69,NA,0,NA,NA,2.600992,0,17.24,93.4,2.288,102.9,32.48,996.1145,12.460635,0,-0.064
05/01/2024 07:00:00,5486,13.67,NA,0,NA,NA,61.157734,NA,18.18,86.4,1.488,116.1,34.18,996.5757,12.440188,0,-0.064
05/01/2024 08:00:00,5487,13.69,NA,0,NA,NA,118.4196,NA,18.83,86,1.923,127.8,46.19,997.4562,12.815188,0,-0.064
05/01/2024 09:00:00,5488,13.64,NA,0,NA,NA,161.26799,NA,18.79,84.7,2.218,123.3,43.9,997.77734,12.859895,0,-0.062
05/01/2024 10:00:00,5489,13.69,NA,0,NA,NA,306.90106,NA,19.57,80,2.643,115.8,41,997.7232,12.843735,0,-0.064
05/01/2024 11:00:00,5490,13.64,NA,0,NA,NA,319.48264,NA,20.54,74.12,3.262,109.1,40.08,997.5323,12.866117,0,-0.064
05/01/2024 12:00:00,5491,13.64,NA,0,NA,NA,168.979,NA,22.52,63.15,2.924,110.9,47.86,997.6968,13.001428,0,-0.062
05/01/2024 13:00:00,5492,13.66,NA,0,NA,NA,193.67715,NA,25.64,54.42,1.982,165,63.05,996.76794,13.0439625,0,-0.062
05/01/2024 14:00:00,5493,13.68,NA,0,NA,NA,88.78826,NA,27.95,44.27,2.284,142.7,65.01,995.9803,13.045962,0,-0.062
05/01/2024 15:00:00,5494,13.69,NA,0,NA,NA,82.954704,NA,29.42,42.61,2.976,109.2,57,995.312,13.063159,0,-0.058
05/01/2024 16:00:00,5495,13.67,NA,0,NA,1443.361,125.51963,NA,27.34,52.15,3.159,82.8,31.99,995.7727,13.197484,0,-0.058
05/01/2024 17:00:00,5496,13.69,NA,0,NA,NA,182.25682,NA,25.49,54.91,2.922,92,32.36,995.76886,13.169347,0,-0.058
05/01/2024 18:00:00,5497,13.65,NA,0,NA,NA,171.80965,NA,24.41,61.44,2.944,91.8,30.24,996.26874,13.181861,0,-0.058
05/01/2024 19:00:00,5498,13.65,NA,0,NA,NA,107.895706,NA,23.15,65.29,2.797,95,31.62,996.72034,13.164823,0,-0.058
05/01/2024 20:00:00,5499,13.67,NA,0,NA,1486.7252,43.700356,NA,21.8,69.96,2.433,102.1,32.78,997.4099,13.153433,0,-0.06
05/01/2024 21:00:00,5500,13.69,NA,0,NA,NA,0.06498937,0,20.52,73.89,1.875,111.7,31.15,998.1806,13.133829,0,-0.062
05/01/2024 22:00:00,5501,13.64,NA,0,NA,1494.8275,0,0,19.84,74.59,1.154,133.2,36.84,998.91907,13.10922,0,-0.062
05/01/2024 23:00:00,5502,13.66,NA,0,NA,1490.5205,0,0,19.77,75.68,0.816,151.4,43.89,999.3579,13.0883665,0,-0.06
06/01/2024 00:00:00,5503,13.64,NA,0,NA,1501.097,0,0,20.02,75.55,1.102,208.7,45.47,999.31744,13.03792,0,-0.062
06/01/2024 01:00:00,5504,13.69,NA,0,NA,NA,0,0,20.12,76.77,1.201,136.3,43.59,999.03925,12.971408,0,-0.062
06/01/2024 02:00:00,5505,13.69,NA,0,NA,1501.1138,0,0,20.15,74,1.311,150.4,45.56,998.3767,12.9075,0,-0.062
06/01/2024 03:00:00,5506,13.72,NA,0,NA,NA,0,0,20,73.95,1.617,137.2,44.12,997.7784,12.8391905,0,-0.064
06/01/2024 04:00:00,5507,13.72,NA,0,NA,1494.2668,0,0,20,71.82,1.055,154.1,43.96,997.62823,12.809654,0,-0.064
06/01/2024 05:00:00,5508,13.72,NA,0,NA,1493.1815,0,0,20.08,71.76,1.138,166.3,49.17,997.7913,12.825299,0,-0.064
06/01/2024 06:00:00,5509,13.72,NA,0,NA,NA,2.1276844,0,20.09,73.78,1.137,137.9,36.96,998.18085,12.86426,0,-0.064
06/01/2024 07:00:00,5510,13.72,NA,0,NA,1512.3158,39.26222,NA,20.09,86.2,1.502,111.2,33.46,998.62085,12.8898735,0,-0.064
06/01/2024 08:00:00,5511,13.72,NA,0,NA,NA,116.6935,NA,19.59,84.9,2.056,88.9,26.74,999.2105,12.885038,0,-0.064
06/01/2024 09:00:00,5512,13.72,NA,0,NA,NA,181.28305,NA,20.72,76.91,2.19,92.3,29.68,999.3055,13.034047,0,-0.062
06/01/2024 10:00:00,5513,13.72,NA,0,NA,NA,275.47427,NA,21.48,69.25,2.298,79.92,33.1,999.38116,13.217817,0,-0.062
06/01/2024 11:00:00,5514,13.72,NA,0,NA,NA,361.1556,NA,22.24,61.28,2.592,56.15,26.94,999.43335,13.299636,0,-0.058
06/01/2024 12:00:00,5515,13.72,NA,0,NA,NA,365.16345,NA,22.95,58.31,2.556,52.67,26.66,999.56854,13.379222,0,-0.058
06/01/2024 13:00:00,5516,13.73,NA,0,NA,NA,421.94864,NA,23.75,54.42,2.518,62.01,36.08,999.29736,13.417994,0,-0.058
06/01/2024 14:00:00,5517,13.73,NA,0,NA,NA,388.94214,NA,24.37,52.96,3.01,58.54,33.06,999.0163,13.421019,0,-0.058
06/01/2024 15:00:00,5518,13.72,NA,0,NA,NA,327.44025,NA,24.76,49.81,2.891,57.47,30.84,998.81915,13.449779,0,-0.058
06/01/2024 16:00:00,5519,13.72,NA,0,NA,NA,167.02371,NA,24.79,46.54,2.843,56.34,31.13,998.6631,13.461826,0,-0.058
06/01/2024 17:00:00,5520,13.72,NA,0,NA,NA,186.36665,NA,24.83,46.06,2.576,52.94,30.91,998.4054,13.424849,0,-0.058
06/01/2024 18:00:00,5521,13.73,NA,0,NA,NA,117.261566,NA,24.98,47.1,2.24,66.19,32.62,998.5695,13.412446,0,-0.058
06/01/2024 19:00:00,5522,13.72,NA,0,NA,1482.2794,124.07416,NA,24.1,51.7,2.104,53.58,25.65,999.4074,13.478593,0,-0.058
06/01/2024 20:00:00,5523,13.72,NA,0,NA,1481.1069,56.43981,NA,21.94,65.73,1.876,53.55,22.13,1000.30023,13.521655,0,-0.058
06/01/2024 21:00:00,5524,13.72,NA,0,NA,NA,0.08007338,0,20.12,69.91,0.916,47.92,21.58,1001.00366,13.498184,0,-0.058
06/01/2024 22:00:00,5525,13.72,NA,0,NA,1495.7418,0,0,19.47,73.44,0.122,44.51,15.88,1001.22736,13.416098,0,-0.058
06/01/2024 23:00:00,5526,13.72,NA,0,NA,1490.3053,0,0,18.76,75.28,0.357,240.9,18.39,1001.3282,13.347968,0,-0.058
07/01/2024 00:00:00,5527,13.72,NA,0,NA,1491.6504,0,0,17.95,78.17,0.298,225.8,22.01,1001.1848,13.259115,0,-0.06
07/01/2024 01:00:00,5528,13.72,NA,0,NA,1494.9788,0.0071800263,0,18.19,92.8,2.072,24.55,21.43,1001.32574,13.201679,0,-0.062
07/01/2024 02:00:00,5529,13.72,NA,0,NA,1483.2184,0,0,16.71,87.4,2.787,25.6,21.73,1000.79285,13.027838,0,-0.064
07/01/2024 03:00:00,5530,13.72,NA,0,NA,1498.8341,0,0,16.9,87.2,0.804,37.62,15.7,1000.6494,12.951068,0,-0.064
07/01/2024 04:00:00,5531,13.72,NA,0,NA,1485.5625,0,0,17.28,86.8,0.294,228.9,19.77,1000.3461,12.902053,0,-0.064
07/01/2024 05:00:00,5532,13.72,NA,0,NA,1490.7461,0,0,17.54,84.9,0.077,253,7.48,1000.55237,12.913459,0,-0.064
07/01/2024 06:00:00,5533,13.72,NA,0,NA,NA,2.8757653,0,17.86,78.29,2.47,23.98,22.81,1001.0922,13.010044,0,-0.064
07/01/2024 07:00:00,5534,13.72,NA,0,NA,NA,47.479027,NA,16.76,81.2,3.782,23.12,24.36,1001.7464,13.09193,0,-0.062
07/01/2024 08:00:00,5535,13.72,NA,0,NA,1483.6746,88.97195,NA,17.13,74.56,2.666,18.53,25.98,1002.1164,13.116551,0,-0.06
07/01/2024 09:00:00,5536,13.72,NA,0,NA,1500.646,200.3431,NA,18.35,72.86,2.824,24.23,21.66,1002.313,13.178708,0,-0.062
07/01/2024 10:00:00,5537,13.72,NA,0,NA,1511.5525,266.75052,NA,19.33,64.35,2.504,26.52,21.67,1002.4115,13.270085,0,-0.06
07/01/2024 11:00:00,5538,13.72,NA,0,NA,NA,410.7925,NA,21.36,55.04,1.824,28.5,48.47,1002.45074,13.391379,0,-0.06
07/01/2024 12:00:00,5539,13.72,NA,0,NA,NA,475.88623,NA,22.67,55.22,1.713,28.9,56.26,1002.61707,13.53923,0,-0.06
07/01/2024 13:00:00,5540,13.72,NA,0,NA,NA,481.5865,NA,23.12,53.83,1.62,32.35,71.38,1002.5302,13.617667,0,-0.06
07/01/2024 14:00:00,5541,13.72,NA,0,NA,NA,430.68338,NA,23.17,53.11,1.201,31.31,67.9,1002.2677,13.607997,0,-0.06
07/01/2024 15:00:00,5542,13.72,NA,0,NA,NA,458.37112,NA,23.76,53.16,1.425,26.92,63.58,1002.01196,13.59913,0,-0.058
07/01/2024 16:00:00,5543,13.72,NA,0,NA,NA,381.5673,NA,23.77,50.35,1.645,305,77.79,1001.4823,13.578902,0,-0.058
07/01/2024 17:00:00,5544,13.72,NA,0,NA,NA,253.08116,NA,24.34,54.66,1.372,29.73,68.58,1000.9729,13.525894,0,-0.058
07/01/2024 18:00:00,5545,13.72,NA,0,NA,NA,255.52782,NA,22.79,57.18,1.694,291.6,71.62,1001.14355,13.542611,0,-0.062
07/01/2024 19:00:00,5546,13.72,NA,0,NA,NA,149.76488,NA,23.23,56.7,1.236,329.1,66.08,1001.65076,13.51489,0,-0.058
07/01/2024 20:00:00,5547,13.72,NA,0,NA,1507.5576,60.15678,NA,20.98,65.25,0.8,336.9,63.91,1002.4385,13.564254,0,-0.058
07/01/2024 21:00:00,5548,13.72,NA,0,NA,NA,0.09866494,0,18.81,64.93,1.142,289.2,56.62,1002.989,13.54631,0,-0.058
07/01/2024 22:00:00,5549,13.72,NA,0,NA,NA,0,0,18.49,67.36,2.4,275.6,36.74,1003.3389,13.455385,0,-0.062
07/01/2024 23:00:00,5550,13.72,NA,0,NA,NA,0,0,18.21,68.41,3.367,273.3,31.63,1003.65564,13.39503,0,-0.06
08/01/2024 00:00:00,5551,13.72,NA,0,NA,NA,0,0,18.01,69.34,2.511,274.3,45.83,1003.5691,13.324536,0,-0.064
08/01/2024 01:00:00,5552,13.72,NA,0,NA,NA,0,0,17.73,73.1,1.996,274,42.71,1003.23627,13.267181,0,-0.064
08/01/2024 02:00:00,5553,13.72,NA,0,NA,NA,0,0,17.04,75.15,1.22,291.2,57.61,1002.69446,13.187515,0,-0.064
08/01/2024 03:00:00,5554,13.72,NA,0,NA,NA,0,0,17.01,70.3,1.424,290.8,50.73,1002.2477,13.112223,0,-0.064
08/01/2024 04:00:00,5555,13.73,NA,0,NA,NA,0,0,16.59,68.03,1.134,297.1,52.81,1002.1057,13.076885,0,-0.064
08/01/2024 05:00:00,5556,13.72,NA,0,NA,NA,0,0,17.49,72.42,1.949,268.2,37.71,1002.0341,13.070489,0,-0.064
08/01/2024 06:00:00,5557,13.72,NA,0,NA,NA,1.8418152,0,16.94,74.23,1.288,277.2,49.8,1002.3416,13.095635,0,-0.064
08/01/2024 07:00:00,5558,13.72,NA,0,NA,1481.027,54.91139,NA,17.05,70.96,0.656,304.8,52.46,1002.4445,13.100413,0,-0.064
08/01/2024 08:00:00,5559,13.72,NA,0,NA,NA,53.405106,NA,18.91,59.86,1.726,311.8,65.67,1002.5646,13.432989,0,-0.06
08/01/2024 09:00:00,5560,13.72,NA,0,NA,NA,60.260773,NA,21.2,49.88,2.827,275.9,37.31,1002.5161,13.59542,0,-0.062
08/01/2024 10:00:00,5561,13.72,NA,0,NA,NA,63.62755,NA,23.54,44.4,1.176,275.5,68,1002.07544,13.605886,0,-0.058
08/01/2024 11:00:00,5562,13.72,NA,0,NA,NA,69.09119,NA,24.46,42.57,1.713,271.4,53.52,1001.55566,13.61232,0,-0.058
08/01/2024 12:00:00,5563,13.72,NA,0,NA,NA,73.96592,NA,25.28,42.01,2.273,269,34.11,1000.9471,13.595157,0,-0.058
