TmStamp,RecNum,BattV_Min,TrackerWM_Avg,Tracker2WM_Avg,ShadowWM_Avg,SunWM_Avg,ShadowbandWM_Avg,DNICalc_Avg,AirTC_Avg,RH,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,BP_mB_Avg,UVA_Avg,UVB_Avg,Batt24V_Min
,,Volts,kW/m^2,,kW/m^2,W/m^2,W/m^2,,Deg C,%,meters/second,Deg,Deg,,W/m,W/m,
TmStamp,RecNum,Min,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Smp,WVc,WVc,WVc,Avg,Avg,Avg,
20/01/2024 16:00:00,5855,13.67,NA,0,NA,1397.7317,81.26127,NA,30.7,45.17,2.421,24.08,35.71,996.52386,13.525373,0,-0.058
20/01/2024 17:00:00,5856,13.69,NA,0,NA,1416.7856,76.55066,NA,30.46,45.52,3.68,23.81,21.27,996.4869,13.489446,0,-0.058
20/01/2024 18:00:00,5857,13.69,NA,0,NA,1406.4675,264.62894,NA,27.62,69.09,3.753,20.36,24.75,996.68335,13.487343,0,-0.058
20/01/2024 19:00:00,5858,13.67,NA,0,NA,NA,219.46211,NA,23.99,76.4,3.148,24.47,24.86,997.4551,13.44166,0,-0.058
20/01/2024 20:00:00,5859,13.66,NA,0,NA,NA,50.06899,NA,21.97,84.2,2.646,26.65,21.22,998.3217,13.388513,0,-0.062
20/01/2024 21:00:00,5860,13.66,NA,0,NA,NA,0.023698002,0,20.64,87.4,1.887,26.96,18.67,998.832,13.3208885,0,-0.058
20/01/2024 22:00:00,5861,13.68,NA,0,NA,1502.6147,0,0,20.1,88.5,1.43,28.13,17.64,999.31824,13.273281,0,-0.062
20/01/2024 23:00:00,5862,13.69,NA,0,NA,1519.9373,0,0,20.14,87.3,1.237,30.83,13.85,999.34064,13.206858,0,-0.062
21/01/2024 00:00:00,5863,13.52,NA,0,NA,1516.9908,0,0,20.29,87.4,1.106,22.49,26.27,998.9476,13.137587,0,-0.064
21/01/2024 01:00:00,5864,13.66,NA,0,NA,1515.6664,0,0,19.9,88,1.818,27.91,17.16,998.74475,13.078409,0,-0.062
21/01/2024 02:00:00,5865,13.4,NA,0,NA,1507.5214,0,0,19.8,86.7,1.929,26.35,16.73,998.5949,13.028552,0,-0.064
21/01/2024 03:00:00,5866,13.68,NA,0,NA,1510.8633,0,0,19.55,86.1,1.843,28.9,16.26,998.32965,12.989804,0,-0.062
21/01/2024 04:00:00,5867,13.64,NA,0,NA,1509.7789,0,0,19.37,82.8,1.654,17.92,22.61,998.1413,12.950918,0,-0.064
21/01/2024 05:00:00,5868,13.67,NA,0,NA,1500.2225,0,0,18.71,86,0.809,24.78,12.01,998.31836,12.957002,0,-0.064
21/01/2024 06:00:00,5869,13.68,NA,0,NA,NA,0.41121075,0,18.58,84.5,0.322,24.24,14.65,998.7086,12.966197,0,-0.064
21/01/2024 07:00:00,5870,13.69,NA,0,NA,1517.9591,19.9591,NA,19.05,82.4,0.237,192.8,35.31,999.39294,13.022503,0,-0.064
21/01/2024 08:00:00,5871,13.66,NA,0,NA,NA,76.885864,NA,19.59,75.56,0.75,182.5,38.32,1000.1997,13.118706,0,-0.064
21/01/2024 09:00:00,5872,13.64,NA,0,NA,NA,177.03061,NA,20.6,72.26,1.018,113.8,35.24,1000.7493,13.227957,0,-0.062
21/01/2024 10:00:00,5873,13.67,NA,0,NA,NA,257.56635,NA,21.84,66.66,1.037,84.8,31.62,1000.8516,13.340679,0,-0.062
21/01/2024 11:00:00,5874,13.61,NA,0,NA,NA,164.14558,NA,23.64,54.68,1.127,79.32,44.9,1000.5017,13.445342,0,-0.062
21/01/2024 12:00:00,5875,13.63,NA,0,NA,NA,111.49591,NA,25.59,46.96,1.44,26.69,52.5,1000.1259,13.5595,0,-0.058
21/01/2024 13:00:00,5876,13.67,NA,0,NA,NA,131.98608,NA,26.73,52.74,2.272,33.89,38.93,999.79517,13.617977,0,-0.058
21/01/2024 14:00:00,5877,13.64,NA,0,NA,NA,141.51161,NA,25.93,55.97,4.474,21.57,29.33,999.3419,13.602453,0,-0.058
21/01/2024 15:00:00,5878,13.69,NA,0,NA,NA,139.8291,NA,25.56,60.47,5.968,20.22,26.61,998.55304,13.468184,0,-0.058
21/01/2024 16:00:00,5879,13.64,NA,0,NA,NA,120.29006,NA,25.99,59.87,5.44,20.31,26.29,998.1564,13.374022,0,-0.058
21/01/2024 17:00:00,5880,13.66,NA,0,NA,NA,144.6483,NA,26.69,50.47,4.508,22.48,38.7,997.91327,13.314716,0,-0.058
21/01/2024 18:00:00,5881,13.64,NA,0,NA,NA,334.51733,NA,28.09,49.29,1.765,39.12,64.08,997.702,13.295074,0,-0.058
21/01/2024 19:00:00,5882,13.66,NA,0,NA,NA,243.71698,NA,27.44,54.08,1.895,293.2,76.92,997.9225,13.357763,0,-0.058
21/01/2024 20:00:00,5883,13.6,NA,0,NA,NA,34.29732,NA,24.63,59.78,2.902,262.3,53.34,998.7139,13.370556,0,-0.07
21/01/2024 21:00:00,5884,13.7,NA,0,NA,NA,0.12833285,0,23.42,65.63,3.392,268.2,53.7,999.71136,13.378754,0,-0.082
21/01/2024 22:00:00,5885,13.67,NA,0,NA,NA,0,0,22.36,68.56,4.881,270.8,31.58,1000.8125,13.391082,0,-0.102
21/01/2024 23:00:00,5886,13.42,NA,0,NA,NA,0,0,21.99,67.8,3.882,268.6,45.64,1001.32776,13.366946,0,-0.07
22/01/2024 00:00:00,5887,13.67,NA,0,NA,NA,0,0,21.46,65.53,3.523,277,50.24,1001.2149,13.312072,0,-0.072
22/01/2024 01:00:00,5888,13.67,NA,0,NA,NA,0,0,21.37,70.04,4.869,267.7,34.66,1001.0198,13.274898,0,-0.098
22/01/2024 02:00:00,5889,13.64,NA,0,NA,NA,0,0,21.18,69.21,5.076,268.1,30.05,1001.0345,13.232449,0,-0.082
22/01/2024 03:00:00,5890,13.64,NA,0,NA,NA,0,0,21.13,71.81,4.632,268.6,32.19,1000.80054,13.187319,0,-0.092
22/01/2024 04:00:00,5891,13.61,NA,0,NA,NA,0,0,21.15,67.97,4.082,269.2,31.47,1000.79126,13.160708,0,-0.072
22/01/2024 05:00:00,5892,13.53,NA,0,NA,NA,0,0,21.07,66.31,3.669,269.8,37.13,1001.1088,13.1987295,0,-0.072
22/01/2024 06:00:00,5893,13.68,NA,0,NA,NA,0.5587539,0,21.5,65.84,3.682,267.9,34.11,1001.5987,13.252441,0,-0.09
22/01/2024 07:00:00,5894,13.67,NA,0,NA,NA,54.109158,NA,21.63,64.13,4.331,267.6,31.7,1001.98334,13.314775,0,-0.086
22/01/2024 08:00:00,5895,13.67,NA,0,NA,NA,221.99791,NA,22.71,61.72,4.179,266.6,33.02,1002.4319,13.4566345,0,-0.086
22/01/2024 09:00:00,5896,13.66,NA,0,NA,NA,125.41902,NA,23.75,60.06,4.825,265.4,30.41,1002.56616,13.621328,0,-0.102
22/01/2024 10:00:00,5897,13.69,NA,0,NA,NA,72.409256,NA,24.15,59.54,5.706,266.8,32.6,1002.4934,13.66089,0,-0.102
22/01/2024 11:00:00,5898,13.64,NA,0,NA,NA,71.34787,NA,24.28,56.36,6.245,267.2,32.85,1002.799,13.694551,0,-0.118
22/01/2024 12:00:00,5899,13.67,NA,0,NA,NA,75.68381,NA,24.01,59.07,6.643,268.3,32.61,1003.0822,13.721374,0,-0.094
22/01/2024 13:00:00,5900,13.66,NA,0,NA,NA,78.84634,NA,23.6,58.95,7.101,269.4,31.3,1003.14624,13.695429,0,-0.07
22/01/2024 14:00:00,5901,13.69,NA,0,NA,NA,81.77496,NA,23.91,57.09,6.908,267.1,32.1,1003.0625,13.666664,0,-0.078
22/01/2024 15:00:00,5902,13.68,NA,0,NA,NA,86.54972,NA,23.44,57.93,7.394,266.8,30.95,1002.7809,13.663654,0,-0.096
22/01/2024 16:00:00,5903,13.68,NA,0,NA,NA,86.987854,NA,23.43,55.88,6.834,270.1,31.92,1002.5759,13.588444,0,-0.078
22/01/2024 17:00:00,5904,13.69,NA,0,NA,NA,101.97553,NA,23.87,51.8,6.182,268.1,31.43,1002.2212,13.543337,0,-0.078
22/01/2024 18:00:00,5905,13.64,NA,0,NA,NA,342.81827,NA,23.88,49.99,5.985,267.4,33.71,1001.8141,13.51282,0,-0.066
22/01/2024 19:00:00,5906,13.64,NA,0,NA,NA,235.72433,NA,23.34,51.31,6.11,267,32.63,1001.7021,13.480844,0,-0.066
22/01/2024 20:00:00,5907,13.67,NA,0,NA,NA,60.990166,NA,22.32,53.48,6.329,265.1,32.54,1001.9677,13.462294,0,-0.074
22/01/2024 21:00:00,5908,13.69,NA,0,NA,NA,0.12799765,0,21.41,51.62,6.288,263.1,33.12,1002.1186,13.426735,0,-0.092
22/01/2024 22:00:00,5909,13.67,NA,0,NA,NA,0,0,21.22,53.89,6.43,261.5,33.44,1002.43646,13.440507,0,-0.106
22/01/2024 23:00:00,5910,13.68,NA,0,NA,NA,0,0,21.52,53.24,6.162,264,32.77,1002.6312,13.42776,0,-0.112
23/01/2024 00:00:00,5911,13.69,NA,0,NA,NA,0,0,21.21,57.94,5.954,263.9,32.03,1002.6037,13.421781,0,-0.124
23/01/2024 01:00:00,5912,13.67,NA,0,NA,NA,0,0,21.24,55.44,5.674,265.7,31.43,1002.4979,13.368132,0,-0.09
23/01/2024 02:00:00,5913,13.66,NA,0,NA,NA,0,0,21.18,59.28,5.591,266.8,31.64,1002.32965,13.356789,0,-0.102
23/01/2024 03:00:00,5914,13.69,NA,0,NA,NA,0,0,21.45,61.91,5.214,265.5,32.23,1001.84985,13.292084,0,-0.068
23/01/2024 04:00:00,5915,13.67,NA,0,NA,NA,0,0,20.95,64.79,5.075,266.9,34.09,1001.5544,13.269122,0,-0.086
23/01/2024 05:00:00,5916,13.65,NA,0,NA,NA,0,0,20.57,65.18,5.359,267.1,30.96,1001.606,13.249072,0,-0.098
23/01/2024 06:00:00,5917,13.63,NA,0,NA,NA,0.36001396,0,20.58,62.8,5.337,266.7,31.6,1002.02716,13.255993,0,-0.066
23/01/2024 07:00:00,5918,13.64,NA,0,NA,NA,59.680763,NA,21.35,59,3.723,261.8,31.12,1002.5003,13.322771,0,-0.064
23/01/2024 08:00:00,5919,13.65,NA,0,NA,NA,261.04474,NA,22.76,53.59,3.134,264.1,27.83,1002.80554,13.687665,0,-0.06
23/01/2024 09:00:00,5920,13.69,NA,0,NA,NA,148.04445,NA,24.65,48.85,1.126,2.994,49.72,1002.6775,14.00122,0,-0.056
23/01/2024 10:00:00,5921,13.65,NA,0,NA,1392.9393,70.83525,NA,26.77,40.46,1.426,20.58,32.88,1002.7232,14.13479,0,-0.054
23/01/2024 11:00:00,5922,13.64,NA,0,NA,NA,72.06136,NA,29.73,36.37,1.688,263.6,48.49,1002.78015,14.138663,0,-0.056
23/01/2024 12:00:00,5923,13.65,NA,0,NA,NA,72.3654,NA,31.35,35.29,1.243,251.5,43.15,1002.56354,14.12874,0,-0.058
23/01/2024 13:00:00,5924,13.64,NA,0,NA,NA,79.81315,NA,32.33,33.97,1.828,29.36,36.42,1002.14575,14.121687,0,-0.054
23/01/2024 14:00:00,5925,13.67,NA,0,NA,NA,92.921425,NA,33.21,34.95,2.679,34.24,29.92,1001.65216,14.139782,0,-0.054
23/01/2024 15:00:00,5926,13.7,NA,0,NA,NA,90.874695,NA,33.94,34.35,2.658,26.33,35.55,1000.982,14.090216,0,-0.054
23/01/2024 16:00:00,5927,13.65,NA,0,NA,NA,84.274055,NA,33.9,36.49,3.688,269.2,34.47,1000.4121,14.0324135,0,-0.058
23/01/2024 17:00:00,5928,13.65,NA,0,NA,NA,122.55805,NA,33.02,38.42,4.501,267.7,32.01,1000.0532,13.938617,0,-0.062
23/01/2024 18:00:00,5929,13.68,NA,0,NA,NA,364.49295,NA,31.25,39.69,4.964,265.5,32.68,999.8755,13.860814,0,-0.062
23/01/2024 19:00:00,5930,13.67,NA,0,NA,NA,219.02864,NA,29.78,41.04,4.858,264.7,33.58,999.5569,13.7578125,0,-0.062
23/01/2024 20:00:00,5931,13.67,NA,0,NA,NA,55.163136,NA,28.01,44.33,4.791,260.2,31.46,999.6483,13.695874,0,-0.066
23/01/2024 21:00:00,5932,13.69,NA,0,NA,NA,0.075427376,0,26.92,46.43,3.91,256.8,32.1,1000.0749,13.645153,0,-0.066
23/01/2024 22:00:00,5933,13.45,NA,0,NA,NA,0,0,26.57,45.67,2.95,251.7,32.05,1000.63873,13.641642,0,-0.062
23/01/2024 23:00:00,5934,13.65,NA,0,NA,1519.3478,0,0,26.13,52.83,0.783,282.4,42.14,1000.94104,13.66144,0,-0.058
24/01/2024 00:00:00,5935,13.68,NA,0,NA,1525.713,0,0,24.64,56.48,0.271,27.44,9.96,1000.81494,13.626312,0,-0.058
24/01/2024 01:00:00,5936,13.65,NA,0,NA,1513.8188,0,0,23.15,64.94,0.327,73.45,20.93,1000.7288,13.576254,0,-0.058
24/01/2024 02:00:00,5937,13.64,NA,0,NA,1517.6082,0,0,21.4,68.83,0.341,86.7,17.8,1000.3529,13.471895,0,-0.062
24/01/2024 03:00:00,5938,13.64,NA,0,NA,1516.802,0,0,20.64,70.26,0.498,98.2,17.11,1000.0676,13.36143,0,-0.062
24/01/2024 04:00:00,5939,13.7,NA,0,NA,1512.5985,0,0,19.93,72.23,0.532,91.9,12.65,999.7761,13.273971,0,-0.064
24/01/2024 05:00:00,5940,13.68,NA,0,NA,1510.8179,0,0,19.54,74.83,0.096,106.1,6.454,999.9467,13.2424965,0,-0.064
24/01/2024 06:00:00,5941,13.64,NA,0,NA,NA,0.25179705,0,19.26,77.02,0.059,103,8.16,1000.41296,13.246375,0,-0.064
24/01/2024 07:00:00,5942,13.67,NA,0,NA,NA,56.945766,NA,19.7,70.81,0.123,99,9.44,1000.7495,13.255838,0,-0.064
24/01/2024 08:00:00,5943,13.64,NA,0,NA,NA,252.18982,NA,22.9,57.93,0.218,91.7,11.29,1001.36774,13.699713,0,-0.058
24/01/2024 09:00:00,5944,13.68,NA,0,NA,NA,190.76805,NA,26.24,51.09,0.615,66.3,24.01,1001.50006,14.086835,0,-0.058
24/01/2024 10:00:00,5945,13.65,NA,0,NA,1188.2366,76.647,NA,28.32,48.29,1.012,25.8,19.44,1001.2477,14.126351,0,-0.054
24/01/2024 11:00:00,5946,13.69,NA,0,NA,1295.649,80.601524,NA,29.92,43.51,1.971,25.53,30.84,1001.0091,14.052811,0,-0.058
24/01/2024 12:00:00,5947,13.7,NA,0,NA,1348.6737,89.693665,NA,31.01,42.49,2.741,23.45,23.61,1000.92224,14.060138,0,-0.054
24/01/2024 13:00:00,5948,13.69,NA,0,NA,NA,90.82851,NA,32.02,37.95,3.054,19.68,25.56,1000.7794,14.071989,0,-0.054
24/01/2024 14:00:00,5949,13.65,NA,0,NA,1355.828,89.896484,NA,33.1,35.42,2.85,22.83,25.74,1000.28534,14.026786,0,-0.058
24/01/2024 15:00:00,5950,13.64,NA,0,NA,1368.9938,85.668495,NA,34.03,34.86,2.514,25.81,34.33,999.5781,13.9656105,0,-0.054
24/01/2024 16:00:00,5951,13.66,NA,0,NA,NA,87.531296,NA,34.03,36.53,3.462,21,24.77,999.07825,13.908597,0,-0.054
24/01/2024 17:00:00,5952,13.66,NA,0,NA,NA,172.7933,NA,32.92,39.03,4.164,27.85,22.59,998.7576,13.809813,0,-0.056
24/01/2024 18:00:00,5953,13.68,NA,0,NA,1399.6464,371.73788,NA,32.07,42.05,3.566,28.95,20.31,998.55023,13.760997,0,-0.056
24/01/2024 19:00:00,5954,13.7,NA,0,NA,NA,189.38863,NA,30.82,46.7,2.395,23.24,19.93,998.8494,13.78429,0,-0.056
24/01/2024 20:00:00,5955,13.65,NA,0,NA,NA,38.913624,NA,28.62,53.83,1.231,20.29,13.77,999.37445,13.788864,0,-0.058
24/01/2024 21:00:00,5956,13.65,NA,0,NA,1441.4822,0.0081589995,0,26.36,58.16,0.562,27.33,8.21,999.82526,13.757504,0,-0.058
24/01/2024 22:00:00,5957,13.67,NA,0,NA,1468.096,0,0,25.24,64.47,0.069,113.1,19.4,1000.4043,13.722234,0,-0.058
24/01/2024 23:00:00,5958,13.5,NA,0,NA,1492.9264,0,0,24.07,68.14,0.087,151.3,12.94,1000.86816,13.701432,0,-0.058
25/01/2024 00:00:00,5959,13.65,NA,0,NA,1498.3525,0,0,23.2,69.85,0.022,174.7,7.879,1000.9288,13.646912,0,-0.058
25/01/2024 01:00:00,5960,13.67,NA,0,NA,1508.7844,0,0,22.27,73.21,0.02,100.8,4.007,1000.94543,13.58624,0,-0.058
25/01/2024 02:00:00,5961,13.64,NA,0,NA,1513.9706,0,0,21.85,75.22,0.16,220.7,19.5,1000.58185,13.486464,0,-0.058
25/01/2024 03:00:00,5962,13.65,NA,0,NA,1521.0494,0,0,20.92,76.5,0.367,14.5,13.36,1000.09076,13.385908,0,-0.062
25/01/2024 04:00:00,5963,13.65,NA,0,NA,1514.1052,0,0,20.28,79.64,0.098,194.4,13.17,999.5412,13.255914,0,-0.064
25/01/2024 05:00:00,5964,13.64,NA,0,NA,1511.2135,0,0,19.78,82.4,0.035,190.3,4.78,998.988,13.150186,0,-0.064
25/01/2024 06:00:00,5965,13.64,NA,0,NA,NA,0.13774212,0,19.39,82.7,0.063,240.4,8.75,998.8629,13.090882,0,-0.062
25/01/2024 07:00:00,5966,13.69,NA,0,NA,1512.6172,49.173344,NA,19.44,79.04,0.042,131.2,10.87,999.5223,13.124223,0,-0.064
25/01/2024 08:00:00,5967,13.69,NA,0,NA,NA,219.29138,NA,22.39,64.77,0.141,222.5,16.81,999.71124,13.411313,0,-0.062
25/01/2024 09:00:00,5968,13.68,NA,0,NA,NA,223.6753,NA,26.39,52.83,0.2,79.74,11.92,999.3249,13.758189,0,-0.058
25/01/2024 10:00:00,5969,13.68,NA,0,NA,1188.7524,80.547745,NA,29.63,44.53,0.817,53.26,30.72,999.3021,13.880765,0,-0.058
25/01/2024 11:00:00,5970,13.67,NA,0,NA,1258.2422,82.96159,NA,31.9,28.29,0.977,40.85,52.86,998.97797,13.845259,0,-0.058
25/01/2024 12:00:00,5971,13.69,NA,0,NA,1314.3071,78.49093,NA,33.82,22.42,1.507,94.4,36.87,998.4434,13.841108,0,-0.058
25/01/2024 13:00:00,5972,13.65,NA,0,NA,1344.8247,81.27792,NA,35.27,19.41,2.092,71.25,37.76,998.1342,13.879212,0,-0.054
25/01/2024 14:00:00,5973,13.64,NA,0,NA,1287.5524,107.25089,NA,34.22,36.13,3.73,24.79,27.88,997.88196,13.89685,0,-0.054
25/01/2024 15:00:00,5974,13.65,NA,0,NA,1274.1355,87.07671,NA,33.27,31,4.087,22.37,24.94,998.07086,13.864047,0,-0.054
25/01/2024 16:00:00,5975,13.67,NA,0,NA,1307.085,93.66948,NA,33.54,28.24,2.773,24.28,23.47,998.0941,13.834576,0,-0.058
25/01/2024 17:00:00,5976,13.66,NA,0,NA,1328.58,226.25146,NA,33.18,27.26,2.744,47.38,26.61,997.99146,13.823298,0,-0.058
25/01/2024 18:00:00,5977,13.65,NA,0,NA,1345.4084,428.93036,NA,32.48,26.2,1.893,60.68,31.22,997.67914,13.7707615,0,-0.058
25/01/2024 19:00:00,5978,13.66,NA,0,NA,1349.2974,222.4677,NA,31.89,19.76,1.847,72.22,24.63,997.62115,13.724923,0,-0.058
25/01/2024 20:00:00,5979,13.67,NA,0,NA,NA,40.60362,NA,29.75,31.62,0.946,84.3,26.95,997.9798,13.712494,0,-0.058
25/01/2024 21:00:00,5980,13.69,NA,0,NA,1393.0226,0,0,26.13,43.61,0.873,100.7,17.75,998.24304,13.649499,0,-0.058
25/01/2024 22:00:00,5981,13.66,NA,0,NA,1426.746,0,0,23.71,44.04,0.595,70.79,44.03,998.9409,13.592217,0,-0.058
25/01/2024 23:00:00,5982,13.69,NA,0,NA,NA,0,0,21.57,44.76,0.327,219.3,13.93,999.236,13.454562,0,-0.062
26/01/2024 00:00:00,5983,13.67,NA,0,NA,1472.531,0,0,20.24,59.16,0.536,219.8,39.92,999.2194,13.365496,0,-0.062
26/01/2024 01:00:00,5984,13.7,NA,0,NA,NA,0,0,18.83,60.82,0.179,210.4,13.67,998.5761,13.185485,0,-0.064
26/01/2024 02:00:00,5985,13.67,NA,0,NA,1495.8746,0,0,18.25,64.22,0.073,47.46,17.16,998.1803,13.0837145,0,-0.064
26/01/2024 03:00:00,5986,13.66,NA,0,NA,1480.0739,0,0,17.47,67.53,0.494,231.8,21.63,997.90234,12.99351,0,-0.064
26/01/2024 04:00:00,5987,13.67,NA,0,NA,1480.5972,0,0,16.99,73.7,0.249,238.8,15.52,997.34735,12.865808,0,-0.066
26/01/2024 05:00:00,5988,13.64,NA,0,NA,1484.4326,0,0,16.79,75.86,0.198,213.3,20.99,997.2245,12.802527,0,-0.064
26/01/2024 06:00:00,5989,13.64,NA,0,NA,NA,0.2501498,0,16.74,83.7,0.59,239.2,22.31,997.13666,12.767142,0,-0.064
26/01/2024 07:00:00,5990,13.66,NA,0,NA,1485.8162,28.586657,NA,16.99,89.3,0.632,218.1,26.64,997.50543,12.785461,0,-0.064
26/01/2024 08:00:00,5991,13.64,NA,0,NA,NA,163.33324,NA,17.83,85.1,0.517,228.6,29.61,998.4197,12.880828,0,-0.064
26/01/2024 09:00:00,5992,13.68,NA,0,NA,NA,289.6796,NA,20.33,74.3,0.618,266.2,46.28,998.7123,13.279083,0,-0.062
26/01/2024 10:00:00,5993,13.64,NA,0,NA,NA,106.16618,NA,22.25,65.72,1.225,29.15,25.79,998.36554,13.519459,0,-0.062
26/01/2024 11:00:00,5994,13.65,NA,0,NA,NA,94.60162,NA,24.29,55.9,1.906,24.35,20.88,998.42737,13.5465765,0,-0.062
26/01/2024 12:00:00,5995,13.67,NA,0,NA,1388.7247,102.42873,NA,25.67,60.28,3.072,21.44,22.34,998.39343,13.616224,0,-0.058
26/01/2024 13:00:00,5996,13.64,NA,0,NA,1370.1704,104.81616,NA,25.75,56.26,3.454,23.41,25.11,998.4135,13.644129,0,-0.058
26/01/2024 14:00:00,5997,13.69,NA,0,NA,1391.0082,92.90335,NA,26.41,52.28,3.665,21.19,28.49,998.19183,13.614312,0,-0.058
26/01/2024 15:00:00,5998,13.66,NA,0,NA,NA,91.79026,NA,26.05,54.11,4.083,23.08,24.09,997.9762,13.562743,0,-0.058
26/01/2024 16:00:00,5999,13.67,NA,0,NA,1422.1642,255.20636,NA,25.08,66.85,4.202,23.77,23.7,997.7671,13.497808,0,-0.062
26/01/2024 17:00:00,6000,13.69,NA,0,NA,NA,265.68958,NA,23.38,76.14,3.989,25.61,22.02,997.45166,13.349006,0,-0.064
26/01/2024 18:00:00,6001,13.7,NA,0,NA,NA,219.70831,NA,22.45,83.9,3.234,25.95,19.46,997.4017,13.269083,0,-0.062
26/01/2024 19:00:00,6002,13.67,NA,0,NA,1491.0702,82.455956,NA,21.75,86.6,1.801,27.44,18.91,997.2866,13.183836,0,-0.062
26/01/2024 20:00:00,6003,13.67,NA,0,NA,NA,11.846269,NA,21.32,87.7,0.99,37.6,23.52,997.8983,13.16045,0,-0.064
26/01/2024 21:00:00,6004,13.67,NA,0,NA,1504.3218,0.08220695,0,21.4,87.2,0.443,129.8,48.12,998.09,13.092125,0,-0.064
26/01/2024 22:00:00,6005,13.69,NA,0,NA,1497.5609,0,0,21.5,86.2,0.375,107.3,50.99,998.30835,13.048794,0,-0.062
26/01/2024 23:00:00,6006,13.68,NA,0,NA,1497.7821,0,0,21.24,87,0.195,88.8,20.01,998.672,13.047253,0,-0.062
27/01/2024 00:00:00,6007,13.69,NA,0,NA,1495.9293,0,0,20.44,87.2,0.313,240.1,14.21,998.4976,12.987595,0,-0.064
27/01/2024 01:00:00,6008,13.69,NA,0,NA,1492.8131,0,0,19.59,88.6,0.203,256.1,12.13,997.8865,12.857748,0,-0.064
27/01/2024 02:00:00,6009,13.67,NA,0,NA,1495.6725,0,0,18.95,90.8,0.072,179.4,9.08,997.53595,12.765419,0,-0.064
27/01/2024 03:00:00,6010,13.68,NA,0,NA,1485.0244,0,0,18.45,88.9,0.229,234,16.57,997.3267,12.699809,0,-0.064
27/01/2024 04:00:00,6011,13.67,NA,0,NA,1474.0387,0,0,18.2,92.2,0.124,153.9,20.65,997.2961,12.653974,0,-0.064
27/01/2024 05:00:00,6012,13.67,NA,0,NA,1490.2698,0,0,17.52,94.7,0.396,95.9,19.04,997.31976,12.567569,0,-0.064
27/01/2024 06:00:00,6013,13.64,NA,0,NA,NA,0.11667495,0,17.15,94.6,0.095,169.6,21.18,997.45953,12.482915,0,-0.064
27/01/2024 07:00:00,6014,13.69,NA,0,NA,NA,41.503677,NA,17.47,92.8,0.253,240.8,36.58,997.7413,12.461632,0,-0.064
27/01/2024 08:00:00,6015,13.69,NA,0,NA,NA,195.83768,NA,19.28,79.56,0.257,233.3,21.02,997.50946,12.658915,0,-0.064
27/01/2024 09:00:00,6016,13.65,NA,0,NA,NA,325.69708,NA,22.48,73.33,1.312,19.93,16.75,997.14294,13.212292,0,-0.062
27/01/2024 10:00:00,6017,13.67,NA,0,NA,1353.377,108.32738,NA,24.39,57.33,1.83,24.39,22.17,996.9304,13.341827,0,-0.062
27/01/2024 11:00:00,6018,13.69,NA,0,NA,1379.4286,88.38481,NA,27.91,45.16,1.175,21.53,30.94,996.46405,13.325764,0,-0.058
27/01/2024 12:00:00,6019,13.66,NA,0,NA,1359.0178,86.17878,NA,30.98,35.45,1.611,47.94,44.2,996.0106,13.365371,0,-0.058
27/01/2024 13:00:00,6020,13.69,NA,0,NA,1303.6503,107.79277,NA,32.33,34.4,2.309,80.9,34.18,995.664,13.45197,0,-0.058
27/01/2024 14:00:00,6021,13.66,NA,0,NA,1263.5776,177.72653,NA,31.86,42.95,3.145,26.36,33.54,994.9729,13.434151,0,-0.058
27/01/2024 15:00:00,6022,13.69,NA,0,NA,1295.5239,206.11807,NA,31.31,42.61,3.426,24.56,30.77,994.66394,13.373588,0,-0.058
27/01/2024 16:00:00,6023,13.66,NA,0,NA,1322.3214,328.55966,NA,30.46,46.63,2.948,23.16,27.33,994.5798,13.33827,0,-0.058
27/01/2024 17:00:00,6024,13.67,NA,0,NA,1367.4518,346.53177,NA,29.5,47.52,2.6,27.14,22.32,994.397,13.265074,0,-0.058
27/01/2024 18:00:00,6025,13.7,NA,0,NA,1387.6772,241.48753,NA,28.87,47.94,2.258,24.43,20.37,993.8563,13.176251,0,-0.062
27/01/2024 19:00:00,6026,13.68,NA,0,NA,1408.007,166.75352,NA,28.68,52.72,2.302,19.93,17.93,993.4367,13.091409,0,-0.062
27/01/2024 20:00:00,6027,13.54,NA,0,NA,NA,16.34656,NA,26.37,62.6,2.21,19.98,16.11,993.4513,13.019476,0,-0.062
27/01/2024 21:00:00,6028,13.7,NA,0,NA,1463.2599,0,0,24.73,65.67,0.54,22.46,15.91,993.61,12.915159,0,-0.062
27/01/2024 22:00:00,6029,13.7,NA,0,NA,1482.2413,0,0,23.66,68.93,0.512,228.7,21.59,993.8185,12.848697,0,-0.062
27/01/2024 23:00:00,6030,13.67,NA,0,NA,1499.1254,0,0,22.74,60.6,0.675,93.9,20.5,994.3628,12.835739,0,-0.062
28/01/2024 00:00:00,6031,13.7,NA,0,NA,1509.7844,0,0,22.89,61.1,0.232,125.1,27.32,994.925,12.865098,0,-0.062
28/01/2024 01:00:00,6032,13.69,NA,0,NA,1501.6903,0,0,22.46,66.93,1.878,103.9,41.85,994.7198,12.837629,0,-0.062
28/01/2024 02:00:00,6033,13.68,NA,0,NA,NA,0,0,20.4,80.9,2.657,108.8,41.45,994.77155,12.763609,0,-0.066
