hour_index,timestamp,global_horizontal_irradiance,direct_normal_irradiance,diffuse_horizontal_irradiance,dry_bulb_temperature,windspeed,albedo,solar_altitude_angle,solar_azimuth_angle,solar_incident_angle,horizon_elevation_angle,tracker_roll_angle,adjusted_ghi,poa_direct_irradiance,poa_diffuse_irradiance,poa_reflected_irradiance,shaded_direct_irradiance,shaded_diffuse_irradiance,shaded_reflected_irradiance,effective_direct_irradiance,effective_diffuse_irradiance,effective_reflected_irradiance,soiled_irradiance,total_irradiance,nameplate_power,avg_cell_temp,module_irradiance_derated_power,module_mpp_power,module_power,optimizer_input_power,optimizer_output_power,optimal_dc_power,optimal_dc_voltage,inverter_overpower_loss,inverter_underpower_loss,inverter_overvoltage_loss,inverter_undervoltage_loss,actual_dc_power,actual_dc_voltage,ac_power,grid_power
18,2021-01-01 17:00:00,412.3,,121.46667,33.15013,5.08,0.2,27.766537,259.6798,62.534836,0.0,,412.3,287.78763,122.8512,0.1568926,287.78763,122.84539,0.1568926,270.96298,117.11376,0.0,380.31522,380.5437,35783.555,51.332657,35591.543,31961.383,30895.623,0.0,0.0,30830.98,670.80206,0.0,0.0,0.0,0.0,30830.98,670.80206,30183.53,30163.43359375
19,2021-01-01 18:00:00,224.38333,,64.56667,32.08582,3.93333,0.2,15.647054,252.54916,74.54597,0.0,,224.38333,157.86041,65.43843,0.08538463,157.86041,65.43533,0.08538463,136.12602,62.382294,0.0,194.53815,194.50581,18290.084,41.877132,17807.027,16626.55,15957.911,0.0,0.0,15941.821,691.98096,0.0,0.0,0.0,0.0,15941.821,691.98096,15607.043,15601.6787109375
20,2021-01-01 19:00:00,35.58333,,28.38333,30.63947,3.32833,0.2,4.0061617,245.00685,86.0725,0.0,,35.58333,5.668234,27.426672,0.0135405315,5.668234,27.425388,0.0135405315,1.8137145,26.145803,0.0,27.400328,27.405869,2577.0293,32.05757,2148.7603,2087.9883,2008.9562,0.0,0.0,2008.6742,659.05804,0.0,0.0,0.0,0.0,2008.6742,659.05804,1966.4921,1966.406982421875
21,2021-01-01 20:00:00,0.0,,0.0,29.06189,2.94208,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2021-01-01 21:00:00,0.0,,0.0,27.47073,2.24292,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2021-01-01 22:00:00,0.0,,0.0,25.87958,1.74042,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2021-01-01 23:00:00,0.0,,0.0,24.34431,1.53792,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2021-01-02 00:00:00,0.0,,0.0,23.14114,1.70792,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2021-01-02 01:00:00,0.0,,0.0,21.97397,2.70042,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2021-01-02 02:00:00,0.0,,0.0,21.2142,4.19417,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2021-01-02 03:00:00,0.0,,0.0,20.55009,4.04042,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2021-01-02 04:00:00,0.0,,0.0,20.07817,3.72917,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2021-01-02 05:00:00,2.0,,2.0,20.14411,3.16375,0.2,-2.0444212,119.41863,88.71646,0.0,,2.0,0.0,2.0918791,0.0007610604,0.0,2.0917814,0.0,0.0,1.9941854,0.0,1.9543017,1.9544492,183.77792,20.246002,36.03672,35.842045,35.7431,0.0,0.0,35.74257,271.70435,0.0,0.0,0.0,35.74257,0.0,580.0,0.0,0.0
31,2021-01-02 06:00:00,153.06667,,58.38333,21.51952,3.29042,0.2,9.232292,111.42234,80.33743,0.0,,153.06667,98.827965,59.749912,0.05824649,98.827965,59.74748,0.05824649,74.261505,56.96018,0.0,128.59726,128.70485,12105.182,28.190773,11580.602,11393.284,10576.443,0.0,0.0,10569.593,724.6571,0.0,0.0,0.0,0.0,10569.593,724.6571,10347.632,10345.021484375
32,2021-01-02 07:00:00,333.01666,,65.5,23.27868,2.51542,0.2,21.118517,104.12524,68.52617,0.0,,333.01666,271.29895,67.405174,0.12672289,271.29895,67.40231,0.12672289,247.73956,64.25779,0.0,305.75742,305.40927,28721.066,39.677364,28405.066,26763.467,25723.12,0.0,0.0,25683.34,706.8082,0.0,0.0,0.0,0.0,25683.34,706.8082,25143.988,25129.828125
33,2021-01-02 08:00:00,520.8667,,133.56667,25.18858,2.75958,0.2,33.387184,96.97174,56.356586,0.0,,520.8667,389.37238,136.16476,0.1982055,389.37238,136.1588,0.1982055,373.6507,129.80643,0.0,493.388,493.32986,46391.746,51.384853,46378.9,41651.14,39997.035,0.0,0.0,39891.676,676.6315,0.0,0.0,0.0,0.0,39891.676,676.6315,39053.95,39020.11328125
34,2021-01-02 09:00:00,805.15,,81.5,27.3437,3.07083,0.2,45.8469,89.1938,44.03781,0.0,,805.15,724.37665,83.15028,0.30638388,724.37665,83.14655,0.30638388,710.1656,79.26734,0.0,773.6442,773.69116,72756.01,67.84969,72973.41,60756.164,59210.668,0.0,0.0,58937.445,621.3875,0.0,0.0,0.0,0.0,58937.445,621.3875,57699.76,57626.10546875
35,2021-01-02 10:00:00,838.6667,,260.48334,28.88205,3.6,0.2,58.262627,79.237495,31.851469,0.0,,838.6667,577.2135,263.21954,0.319138,577.2135,263.20764,0.319138,572.08215,250.92755,0.0,806.5495,806.42773,75832.72,70.09755,76047.51,62634.17,60898.418,0.0,0.0,60603.773,614.7107,0.0,0.0,0.0,0.0,60603.773,614.7107,59331.094,59253.45703125
36,2021-01-02 11:00:00,485.33334,,427.58334,29.20119,3.30875,0.2,70.08391,62.381744,20.470175,0.0,,485.33334,57.544212,433.47308,0.184684,57.544212,433.4532,0.184684,57.350246,413.23,0.0,461.16864,461.16818,43365.02,53.08533,43305.0,38622.34,37064.26,0.0,0.0,36972.14,670.26117,0.0,0.0,0.0,0.0,36972.14,670.26117,36195.727,36166.88671875
37,2021-01-02 12:00:00,755.06665,,433.73334,29.76432,4.55292,0.2,78.677414,19.740776,12.3328905,0.0,,755.06665,319.72107,434.3575,0.28732565,319.72107,434.33746,0.28732565,319.32153,414.07288,0.0,718.7265,718.71564,67583.75,64.93835,67797.17,57277.81,55629.89,0.0,0.0,55396.547,632.4418,0.0,0.0,0.0,0.0,55396.547,632.4418,54233.22,54168.3828125
38,2021-01-02 13:00:00,552.9,,345.65,29.94512,5.06542,0.2,75.63832,315.5401,14.952783,0.0,,552.9,205.9604,346.2059,0.21039514,205.9604,346.18982,0.21039514,205.56163,330.03778,0.0,524.88745,524.8612,49353.914,55.039833,49388.42,43676.414,42197.02,0.0,0.0,42075.41,664.35394,0.0,0.0,0.0,0.0,42075.41,664.35394,41191.83,41154.4765625
39,2021-01-02 14:00:00,692.0333,,404.83334,30.20183,4.28875,0.2,64.907715,288.58746,25.714401,0.0,,692.0333,285.10706,404.91098,0.26333955,285.10706,404.8921,0.26333955,283.50598,386.00113,0.0,656.11694,656.1301,61699.664,62.70121,61877.125,52827.418,50593.63,0.0,0.0,50396.418,625.7028,0.0,0.0,0.0,0.0,50396.418,625.7028,49338.094,49284.37890625
40,2021-01-02 15:00:00,609.0333,,389.08334,30.23638,4.77417,0.2,52.69889,275.87793,37.82081,0.0,,609.0333,218.12627,388.85193,0.23175555,218.12627,388.83374,0.23175555,215.20728,370.692,0.0,574.1813,574.1721,53989.85,58.05497,54087.72,47184.72,45787.76,0.0,0.0,45640.277,653.8493,0.0,0.0,0.0,0.0,45640.277,653.8493,44681.83,44637.8359375
41,2021-01-02 16:00:00,402.3,,288.51666,29.76135,4.33958,0.2,40.222366,267.19806,50.187393,0.0,,402.3,112.72329,287.65063,0.1530873,112.72329,287.63724,0.1530873,109.54936,274.21704,0.0,376.09106,376.18378,35373.527,48.351406,35174.32,32011.195,30923.463,0.0,0.0,30861.232,681.7318,0.0,0.0,0.0,0.0,30861.232,681.7318,30213.146,30193.05078125
42,2021-01-02 17:00:00,257.18332,,210.43333,28.89778,4.23167,0.2,27.820333,259.8268,62.4824,0.0,,257.18332,46.259064,212.83504,0.09786602,46.259064,212.82523,0.09786602,43.563454,202.89561,0.0,241.52989,241.54895,22713.662,40.893276,22295.072,20920.516,20346.424,0.0,0.0,20320.457,695.4016,0.0,0.0,0.0,0.0,20320.457,695.4016,19893.727,19885.01953125
43,2021-01-02 18:00:00,146.16667,,109.85,27.87519,2.77292,0.2,15.6932955,252.68738,74.50114,0.0,,146.16667,35.870155,109.46368,0.05562083,35.870155,109.45858,0.05562083,30.950483,104.35161,0.0,132.59605,132.5754,12466.585,34.910793,11923.472,11456.759,11083.114,0.0,0.0,11075.555,700.28235,0.0,0.0,0.0,0.0,11075.555,700.28235,10842.968,10840.37890625
44,2021-01-02 19:00:00,31.85,,26.51667,26.68357,2.01708,0.2,4.0414424,245.14377,86.038666,0.0,,31.85,4.2347984,25.677149,0.012119886,4.2347984,25.675945,0.012119886,1.381406,24.477985,0.0,25.342203,25.342985,2383.0227,28.075546,1964.6378,1940.6777,1873.8749,0.0,0.0,1873.636,667.9049,0.0,0.0,0.0,0.0,1873.636,667.9049,1834.2896,1834.2154541015625
45,2021-01-02 20:00:00,0.0,,0.0,25.49436,1.50417,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2021-01-02 21:00:00,0.0,,0.0,24.31032,1.02833,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2021-01-02 22:00:00,0.0,,0.0,23.12627,0.7025,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2021-01-02 23:00:00,0.0,,0.0,22.02516,0.42667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2021-01-03 00:00:00,0.0,,0.0,21.4329,0.30083,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2021-01-03 01:00:00,0.0,,0.0,20.92244,0.26125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2021-01-03 02:00:00,0.0,,0.0,20.59224,0.52417,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2021-01-03 03:00:00,0.0,,0.0,20.30424,0.41375,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2021-01-03 04:00:00,0.0,,0.0,20.10027,0.30083,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2021-01-03 05:00:00,0.61667,,0.61667,20.24998,0.225,0.2,-2.1868567,119.40957,88.79573,0.0,,0.61667,0.0,0.6560683,0.00023466155,0.0,0.65603757,0.0,0.0,0.62542886,0.0,0.6129203,0.61297876,57.640694,20.286509,3.5671008,3.548026,3.5337582,0.0,0.0,3.5337088,87.79894,0.0,0.0,0.0,3.5337088,0.0,580.0,0.0,0.0
55,2021-01-03 06:00:00,152.83333,,58.71667,21.80167,0.29917,0.2,9.091199,111.39944,80.47847,0.0,,152.83333,98.30582,60.0616,0.058157697,98.30582,60.05915,0.058157697,73.43855,57.257305,0.0,128.08194,127.914024,12030.742,29.398615,11505.713,11260.359,10337.03,0.0,0.0,10330.534,724.2267,0.0,0.0,0.0,0.0,10330.534,724.2267,10113.593,10111.1142578125
56,2021-01-03 07:00:00,399.31668,,85.43333,24.13722,0.41125,0.2,20.979204,104.09037,68.66547,0.0,,399.31668,318.35883,87.50064,0.15195206,318.35883,87.49687,0.15195206,290.44186,83.41485,0.0,366.37958,366.61737,34476.84,45.800243,34261.555,31449.69,30306.36,0.0,0.0,30247.77,686.4162,0.0,0.0,0.0,0.0,30247.77,686.4162,29612.566,29592.869140625
57,2021-01-03 08:00:00,647.95,,106.55,26.69764,0.59833,0.2,33.24937,96.925026,56.494396,0.0,,647.95,544.3178,108.9449,0.24656454,544.3178,108.94012,0.24656454,522.1615,103.857605,0.0,613.4987,613.2534,57668.137,62.62698,57803.57,49319.734,47923.695,0.0,0.0,47754.273,637.8277,0.0,0.0,0.0,0.0,47754.273,637.8277,46751.434,46703.0
58,2021-01-03 09:00:00,858.9667,,119.23333,29.20915,0.87083,0.2,45.709602,89.13444,44.17499,0.0,,858.9667,740.487,121.114296,0.32686275,740.487,121.10886,0.32686275,725.8403,115.4585,0.0,824.47284,824.2437,77508.0,76.90496,77712.586,61790.57,59953.5,0.0,0.0,59646.86,592.8023,0.0,0.0,0.0,0.0,59646.86,592.8023,58394.273,58319.0859375
59,2021-01-03 10:00:00,1077.2,,191.8,31.39828,1.52083,0.2,58.123837,79.16775,31.989475,0.0,,1077.2,883.919,194.08318,0.40990713,883.919,194.07439,0.40990713,875.98303,185.01974,0.0,1039.7827,1039.7511,97771.53,89.8113,97671.28,72268.984,71030.35,0.0,0.0,70524.586,545.28986,0.0,0.0,0.0,3644.965,66879.625,580.00037,65475.152,65380.68359375
60,2021-01-03 11:00:00,549.93335,,420.31668,31.7614,1.8225,0.2,69.940834,62.341156,20.609207,0.0,,549.93335,129.15471,420.1719,0.20926625,129.15471,420.15262,0.20926625,128.71309,400.55,0.0,518.67786,518.6746,48773.316,60.503212,48799.168,42082.676,40646.25,0.0,0.0,40527.844,647.6358,0.0,0.0,0.0,0.0,40527.844,647.6358,39676.76,39642.03125
61,2021-01-03 12:00:00,581.98334,,393.86667,31.80885,2.13625,0.2,78.55229,20.100964,12.453452,0.0,,581.98334,187.17204,393.68088,0.22146223,187.17204,393.66272,0.22146223,186.9339,375.2959,0.0,550.98517,551.0056,51813.516,61.909466,51883.184,44456.17,43202.9,0.0,0.0,43065.406,640.5279,0.0,0.0,0.0,0.0,43065.406,640.5279,42161.035,42121.8203125
62,2021-01-03 13:00:00,469.63333,,425.4,31.55048,2.0525,0.2,75.62942,316.11972,14.958783,0.0,,469.63333,43.95778,430.8763,0.17870966,43.95778,430.85645,0.17870966,43.872566,410.75433,0.0,445.53436,445.5481,41895.906,55.983036,41811.074,36801.117,35724.727,0.0,0.0,35636.17,658.93005,0.0,0.0,0.0,0.0,35636.17,658.93005,34887.812,34860.96875
63,2021-01-03 14:00:00,477.6,,405.1,31.26882,1.71292,0.2,64.94786,288.91443,25.67405,0.0,,477.6,71.97094,410.22693,0.18174122,71.97094,410.208,0.18174122,71.56804,391.06924,0.0,453.38452,453.40698,42634.35,56.519478,42561.96,37370.65,35765.17,0.0,0.0,35673.207,646.9425,0.0,0.0,0.0,0.0,35673.207,646.9425,34924.07,34897.1640625
64,2021-01-03 15:00:00,393.73334,,353.66666,30.80412,2.08125,0.2,52.751125,276.10025,37.76957,0.0,,393.73334,39.733902,357.92633,0.14982742,39.733902,357.9098,0.14982742,39.203888,341.21106,0.0,372.80667,372.80856,35055.95,51.221127,34851.082,31318.623,30331.945,0.0,0.0,30270.316,671.57886,0.0,0.0,0.0,0.0,30270.316,671.57886,29634.639,29615.2734375
65,2021-01-03 16:00:00,375.0,,316.43332,30.26883,3.1875,0.2,40.275616,267.37418,50.135433,0.0,,375.0,58.019855,320.63074,0.14269882,58.019855,320.6159,0.14269882,56.391083,305.65717,0.0,354.80728,354.84842,33367.574,48.748283,33132.54,30094.0,28784.916,0.0,0.0,28731.398,684.3645,0.0,0.0,0.0,0.0,28731.398,684.3645,28128.04,28110.583984375
66,2021-01-03 17:00:00,236.35,,214.26666,29.39885,4.65792,0.2,27.869425,259.98083,62.434696,0.0,,236.35,21.850737,216.77028,0.08993831,21.850737,216.76028,0.08993831,20.581207,206.64708,0.0,222.68372,222.70412,20941.596,40.246067,20495.62,19280.604,18615.047,0.0,0.0,18593.582,698.56824,0.0,0.0,0.0,0.0,18593.582,698.56824,18203.117,18195.822265625
67,2021-01-03 18:00:00,111.56667,,104.4,28.25368,4.13417,0.2,15.734569,252.83171,74.4613,0.0,,111.56667,7.078122,105.30046,0.042454485,7.078122,105.29563,0.042454485,6.110648,100.38296,0.0,104.36373,104.3634,9813.755,33.459484,9261.336,8949.425,8602.987,0.0,0.0,8598.434,701.9172,0.0,0.0,0.0,0.0,8598.434,701.9172,8417.866,8416.3017578125
68,2021-01-03 19:00:00,4.85,,4.85,27.1567,2.95667,0.2,4.071373,245.28612,86.01021,0.0,,4.85,0.0,4.876219,0.0018455714,0.0,4.875997,0.0018455714,0.0,4.6485043,0.0,4.5555344,4.555341,428.36862,27.396433,188.81197,188.63828,184.95729,0.0,0.0,184.95403,560.6819,0.0,0.0,0.0,2.5412185,182.41281,579.9991,178.58214,178.58143615722656
69,2021-01-03 20:00:00,0.0,,0.0,25.71953,2.65,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2021-01-03 21:00:00,0.0,,0.0,24.21933,2.75,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
